negative	eerily accurate depiction of depression .
negative	it 's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny .
negative	talkiness is n't necessarily bad , but the dialogue frequently misses the mark .
negative	despite auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .
negative	one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .
negative	the only thing to fear about `` fear dot com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .
negative	watch barbershop again if you 're in need of a cube fix -- this is n't worth sitting through .
negative	it is n't quite one of the worst movies of the year .
negative	the most horrific movie experience i 've had since `` ca n't stop the music . ''
negative	a processed comedy chop suey .
positive	not many movies have that kind of impact on me these days .
positive	the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him .
positive	a film that 's flawed and brilliant in equal measure .
positive	a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .
positive	an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .
positive	for most of its footage , the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .
positive	it 's soulful and unslick , and that 's apparently just what -lrb- aniston -rrb- has always needed to grow into a movie career .
positive	though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .
positive	the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing .
positive	the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .
