numeric	how many bones are in the human hand ?
numeric	hitler came to power in germany in what year ?
numeric	how long has l.l. cool j. been married ?
numeric	how many people did the united nations commit to help restore order and distribute humanitarian relief in somalia in september 1992 ?
numeric	what 's a perfect score in a gymnastics exercise ?
numeric	how far is the longest hole in 1 on any golf course and where did it happen ?
numeric	how many dots make up the symbol for `` because '' ?
numeric	what is the population of the united states ?
numeric	how many zeros are there in a trillion ?
numeric	how many mountains have been named for presidents in the continental usa ?
human	name the ranger who was always after yogi bear .
human	what actor married john f. kennedy 's sister ?
human	who liberated 19th century sicily and naples ?
human	when not adventuring on rann , what does adam strange call his profession ?
human	what president hit the jogging paths to enhance his athletic image and , sporting no. 39 , almost collapsed during the road race ?
human	what tv character said ; `` one of these days , alice , pow , right in the kisser '' ?
human	who was the first governor of west virginia ?
human	who wrote the bible ?
human	what kind of people took part in shays ' rebellion in massachusetts in 1787 ?
human	who portrayed fatman in the television show , `` jake and the fatman '' ?
location	where are the leading medical groups specializing in lung diseases ?
location	what state 's home to the buffalo bill historical center ?
location	what two south american countries do n't border brazil ?
location	what gate opened on east and west berlin ?
location	where is the abominable snowman said to wander ?
location	in which state are the mark twain national forests ?
location	what southwestern state is dubbed the silver state ?
location	what famed wall supports the badaling turret ?
location	name the country of giants twelve times the size of man in `` gulliver 's travels . ''
location	what is the most populated city in the world ?
description	what is a green bog ?
description	how would someone go about becoming an organ donor ?
description	what is the meaning of thalassemia ?
description	how is answers.com funded ?
description	what 's the origin of the word ` news ' ?
description	what is a common dolphin ?
description	why was henry ford 's first automobile calleda model t & his second type of automobile , introduced in 1928 , called a model a ?
description	what is interlata internet service ?
description	how do i know someone is truly in love with me ?
description	why do pressure cookers save time in the kitchen ?
entity	what marx brothers movie centers on a stolen painting ?
entity	what indoor sport saw the phoenix inferno become the phoenix pride on july 14 , 1983 , when the temperature hit 111 degrees ?
entity	what is the name of the vaccine for chicken pox ?
entity	what album put the beatles on the cover of time in 1967 ?
entity	what is the greatest source of `` white '' magic in the marvel universe ?
entity	what italian liner was hijacked in 1985 ?
entity	what is money made of ?
entity	what sport do you shag flies in ?
entity	what astronomical phenomenon takes place in jan. 1999 ?
entity	what sign is the water carrier the zodiacal symbol for ?
abbreviation	what does sids stand for ?
abbreviation	what is dsl ?
abbreviation	what is the correct way to abbreviate cc. at the bottom of a business letter ?
abbreviation	what is bph ?
abbreviation	what does vcr stand for ?
abbreviation	what is the abbreviation of the international olympic committee ?
abbreviation	in a computer , what does scsi mean ?
abbreviation	what does iq stand for ?
abbreviation	when reading classified ads , what does eenty : other stand for ?
abbreviation	what does the abbreviation ioc stand for ?
