negative	beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .
negative	do n't let the subtitles fool you ; the movie only proves that hollywood no longer has a monopoly on mindless action .
negative	the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .
negative	fans of plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .
negative	another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .
negative	the verdict : two bodies and hardly a laugh between them .
negative	bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .
negative	it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .
negative	this mess of a movie is nothing short of a travesty of a transvestite comedy .
negative	there are now two signs that m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs .
negative	i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism .
negative	the milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch .
negative	it 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .
negative	anyone who suffers through this film deserves , at the very least , a big box of consolation candy .
negative	the makers of mothman prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .
negative	humor in i spy is so anemic .
negative	skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .
negative	this is not an easy film .
negative	earnest yet curiously tepid and choppy recycling in which predictability is the only winner .
negative	it 's surprisingly bland despite the heavy doses of weird performances and direction .
negative	and for all the wrong reasons besides .
negative	what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery
negative	men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .
negative	just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be .
negative	beware the quirky brit-com .
negative	entertaining enough , but nothing new
negative	take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .
negative	... there 's a choppy , surface-effect feeling to the whole enterprise .
negative	`` ... something appears to have been lost in the translation this time .
negative	the heedless impetuousness of youth is on full , irritating display in -lrb- this -rrb- meandering and pointless french coming-of-age import from writer-director anne-sophie birot .
negative	a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .
negative	ah-nuld 's action hero days might be over .
negative	and neither do cliches , no matter how ` inside ' they are .
negative	just too silly and sophomoric to ensnare its target audience .
negative	the entire film is one big excuse to play one lewd scene after another .
negative	nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows .
negative	the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -lrb- or cinema seats -rrb- .
negative	a distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of one hour .
negative	`` freaky friday , '' it 's not .
negative	despite some comic sparks , welcome to collinwood never catches fire .
negative	these guys seem great to knock back a beer with but they 're simply not funny performers .
negative	by-the-numbers yarn .
negative	a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .
negative	rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .
negative	` matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with kafka-inspired philosophy .
