numeric	how old is the italian artist maurizio pellegrin ?
numeric	when did lucelly garcia , a former ambassador of columbia to honduras , die ?
numeric	how many months does it take the moon to revolve around the earth ?
numeric	what year was the first automobile manufactured ?
numeric	how many athletes did puerto rico enter in the 1984 winter olympics ?
numeric	when was the first american encyclopedia published ?
numeric	how loud is thunder ?
numeric	what is the temperature for cooking ?
numeric	in which year was new zealand excluded from the anzus alliance ?
numeric	when did humans first begin to write history seriously ?
human	what dummy received an honorary degree from northwestern university ?
human	who 's baby was sweet pea on the popeye cartoon ?
human	what organization did mr. waverly assign agents for ?
human	who was the second man to walk on the moon ?
human	who was america 's first public enemy no. 1 ?
human	what group asked the musical question do you believe in magic ?
human	who wrote the secret life of walter mitty ?
human	what catch-22 character is elected mayor of half a dozen italian cities ?
human	who was lacan ?
human	what monarch signed the magna carta ?
location	what is the largest island in the mediterranean sea ?
location	what lake in scotland is said to hold one or more monsters ?
location	what is the u.s. location of procter & gamble corporate offices ?
location	what u.s. state borders illinois to the north ?
location	what bay divides maryland 's eastern and western shores ?
location	where did the world come from ?
location	what 's the longest river in the world ?
location	where did the 6th annual meeting of indonesia-malaysia forest experts take place ?
location	what ocean does mauritania border ?
location	what country 's national passenger rail system is called via ?
description	what does the double-o indicate in 007 ?
description	what is the origin of thank you notes ?
description	why do oceans contain salt water instead of fresh water ?
description	how can you contact play producers and promoters on-line ?
description	what is the history of skateboarding ?
description	why does it snow ?
description	what is the definition of hazmat ?
description	what did delilah do to samson 's hair ?
description	how do you write a book report ?
description	what is franz kafka 's short story `` a country doctor '' trying to tell us ?
entity	what scale measures earthquakes ?
entity	what book did aaron hass write ?
entity	what card game can feature dealer 's choice ?
entity	what is november 's birthstone ?
entity	what were first used by john l. sullivan and james j. corbett in 1892 ?
entity	what was the name of the ball game played by the mayans ?
entity	what was the name of the crimean meeting of roosevelt , churchill , and stalin ?
entity	what lewis carroll book introduced humpty dumpty to the world ?
entity	what nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?
entity	what dickens novel has david carrying the message `` barkis is willin '' to peggy ?
abbreviation	what does ph stand for ?
abbreviation	what do the letters ce stand for on so many products , particularly electrical , purchased now ?
abbreviation	what does cpr stand for ?
abbreviation	what is the abbreviated term used for the national bureau of investigation ?
abbreviation	what is the correct way to abbreviate cc. at the bottom of a business letter ?
abbreviation	what does the channel espn stand for ?
abbreviation	what does ` psi ' stand for ?
abbreviation	what is the abbreviation for original equipment manufacturer ?
abbreviation	what does jessica mean ?
abbreviation	what does the `` c '' stand for in the equation e=mc2 ?
