negative	killing time , that 's all that 's going on here .
negative	a straight-ahead thriller that never rises above superficiality .
negative	the uneven movie does have its charms and its funny moments but not quite enough of them .
negative	let 's see , a haunted house , a haunted ship , what 's next ... ghost blimp ?
negative	this is just lazy writing .
negative	not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . '
negative	is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?
negative	the movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .
negative	parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '
negative	to get at the root psychology of this film would require many sessions on the couch of dr. freud .
negative	right now , they 're merely signposts marking the slow , lingering death of imagination .
negative	sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .
negative	this cloying , voices-from-the-other-side story is hell .
negative	director tom shadyac and star kevin costner glumly mishandle the story 's promising premise of a physician who needs to heal himself .
negative	the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?
negative	while the transgressive trappings -lrb- especially the frank sex scenes -rrb- ensure that the film is never dull , rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .
negative	you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .
negative	the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .
negative	coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .
negative	the movie 's downfall is to substitute plot for personality .
negative	yet another genre exercise , gangster no. 1 is as generic as its title .
negative	how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?
negative	what they see in each other also is difficult to fathom .
negative	all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .
negative	where tom green stages his gags as assaults on america 's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval .
negative	try this obscenely bad dark comedy , so crass that it makes edward burns ' sidewalks of new york look like oscar wilde .
negative	ringu is a disaster of a story , full of holes and completely lacking in chills .
negative	too often , son of the bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''
negative	it 's provocative stuff , but the speculative effort is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances .
negative	the lead actors share no chemistry or engaging charisma .
negative	the movie is about as deep as that sentiment .
negative	narc is all menace and atmosphere .
