negative	a big , loud , bang-the-drum bore .
negative	yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .
negative	an awful snooze .
negative	after seeing the film , i can tell you that there 's no other reason why anyone should bother remembering it .
negative	-lrb- hell is -rrb- looking down at your watch and realizing serving sara is n't even halfway through .
negative	i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .
negative	there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .
negative	the actors must indeed be good to recite some of this laughable dialogue with a straight face .
negative	it 's impossible to indulge the fanciful daydreams of janice beard -lrb- eileen walsh -rrb- when her real-life persona is so charmless and vacant .
negative	paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .
negative	it 's hard to understand why anyone in his right mind would even think to make the attraction a movie .
negative	the whole talking-animal thing is grisly .
negative	i 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .
negative	highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .
negative	report card : does n't live up to the exalted tagline - there 's definite room for improvement .
negative	feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .
negative	unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .
negative	throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material .
negative	watching a brian depalma movie is like watching an alfred hitchcock movie after drinking twelve beers .
negative	comes across as a fairly weak retooling .
negative	it makes even elizabeth hurley seem graceless and ugly .
negative	... liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .
negative	it 's mildly amusing , but i certainly ca n't recommend it .
negative	every joke is repeated at least -- annoying , is n't it ?
negative	is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?
negative	some body smacks of exhibitionism more than it does cathartic truth telling .
negative	... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .
negative	it 's virtually impossible to like any of these despicable characters .
negative	does n't add up to much .
negative	it 's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss .
negative	the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .
negative	the story is predictable , the jokes are typical sandler fare , and the romance with ryder is puzzling .
negative	although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .
negative	at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it
negative	` dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .
negative	terrible .
negative	a movie that the less charitable might describe as a castrated cross between highlander and lolita .
negative	knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up .
negative	i do n't think this movie loves women at all .
negative	too bad .
negative	rice never clearly defines his characters or gives us a reason to care about them .
negative	a humorless journey into a philosophical void .
negative	nijinsky says , ' i know how to suffer ' and if you see this film you 'll know too .
negative	contrived pastiche of caper clichés .
negative	the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .
negative	an uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k. dick stories .
negative	bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .
negative	the premise itself is just sooooo tired .
negative	i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .
negative	the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count .
negative	even by the intentionally low standards of frat-boy humor , sorority boys is a bowser .
negative	cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .
negative	upper teens may get cynical .
negative	murphy and wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .
negative	the code talkers deserved better than a hollow tribute .
negative	` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . '
negative	... the good and different idea -lrb- of middle-aged romance -rrb- is not handled well and , except for the fine star performances , there is little else to recommend `` never again . ''
negative	apparently , romantic comedy with a fresh point of view just does n't figure in the present hollywood program .
negative	it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .
negative	... a movie that , quite simply , should n't have been made .
negative	starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner .
negative	a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...
