numeric	what year did montana become a state ?
numeric	when did the royal wedding of prince andrew and fergie take place ?
numeric	how much money does a back injury lawsuit get ?
numeric	when was the slinky invented ?
numeric	when did the chernobyl nuclear accident occur ?
numeric	what is the population of mozambique ?
numeric	how many oceans are there and name them ?
numeric	when was dubai 's first concrete house built ?
numeric	how far away is the moon ?
numeric	how many hummingbird eggs could fit in one ostrich egg ?
human	what role do fruits play in the survival of plants ?
human	what is the most popular last name ?
human	what multitalented academy-award-winning director failed a college course in motion-picture production ?
human	who was the russian ambassador to hungary during the 1956 uprising ?
human	who invented the fax machine ?
human	what 's the supreme policy-making bureau of the soviet communist party ?
human	what mormon leader was said to have had 27 wives ?
human	who was the secretary of war in the civil war during the battle of gettysburg ?
human	who were the five marx brothers ?
human	which bourbon king was restored to the french throne during napoleon 's abdication ?
location	what does the river seine empty into ?
location	what city is found in the city of oz ?
location	what country do the galapagos islands belong to ?
location	what city was bobby kennedy assassinated in ?
location	what u.s. city is the queen of the pacific ?
location	where is it planned to berth the merchant ship , lane victory , which merchant marine veterans are converting into a floating museum ?
location	what new york city landmark has 168 steps to its crown ?
location	where can i get information concerning child custody files for the state of utah ?
location	the orange bowl is located in what city ?
location	what gate opened on east and west berlin ?
description	what is pandoro ?
description	what was the vietnam war ?
description	what is an angelus ?
description	what 's a `` coup de poing '' to a french boxer ?
description	how did the 7th inning stretch get started ?
description	why are the u.s. presidential elections held in november ?
description	how do microwaves work ?
description	what causes asthma ?
description	what is endometriosis ?
description	what is the definition of spamming ?
entity	what book was f. scott fitzgerald working on when he died in hollywood in 194 ?
entity	what ability has the silkworm moth lost through domestication ?
entity	what fossilizes to form coprolite ?
entity	what 's the most abundant element in the sun ?
entity	what 's the only mammal that can 't jump ?
entity	what are some tips for building a fire in a fireplace ?
entity	what kind of flowers does detective nero wolfe raise ?
entity	what is a fear of bees ?
entity	what is a female rabbit called ?
entity	what is the longest chemical name , consisting of 35 letters ?
abbreviation	what is the abbreviated expression for the national bureau of investigation ?
abbreviation	what is bph ?
abbreviation	what is the abbreviation of general motors ?
abbreviation	what does the `` c '' stand for in the equation e=mc2 ?
abbreviation	what does g.m.t. stand for ?
abbreviation	what does rca stand for ?
abbreviation	what is the abbreviation of the company name ` general motors ' ?
abbreviation	what does the t.s. stand for in t.s. eliot 's name ?
abbreviation	what is the full name of the plo ?
abbreviation	what does iq stand for ?
